event_id,calculated_risk_score_ai,final_decision,decision_reason
EVT_00616,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00617,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00618,5.7,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00619,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00620,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00621,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00622,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00623,1.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00624,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00625,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00626,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00627,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00628,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00629,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00630,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00631,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00632,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00633,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00634,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00635,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00636,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00637,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00638,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00639,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00640,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00641,2.0,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00642,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00643,12.9,ALLOW,Low AI risk (13/100). Request matches baseline behaviour.
EVT_00644,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00645,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00646,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00647,69.3,CHALLENGE,Medium AI risk (69/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_00648,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00649,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00650,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00651,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00652,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00653,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00654,2.2,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00655,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00656,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00657,2.7,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00658,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00659,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00660,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00661,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00662,5.6,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00663,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00664,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00665,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00666,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00667,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00668,3.8,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_00669,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00670,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00671,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00672,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00673,0.2,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00674,2.9,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00675,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00676,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00677,3.9,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_00678,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00679,3.2,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00680,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00681,92.6,BLOCK,Critical AI risk (93/100). High probability of active compromise.
EVT_00682,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00683,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00684,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00685,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00686,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00687,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00688,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00689,2.0,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00690,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00691,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00692,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00693,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00694,2.6,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00695,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00696,2.1,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00697,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00698,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00699,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00700,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00701,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00702,83.6,BLOCK,Critical AI risk (84/100). High probability of active compromise.
EVT_00703,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00704,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00705,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00706,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00707,99.9,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00708,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00709,21.2,ALLOW,Low AI risk (21/100). Request matches baseline behaviour.
EVT_00710,2.0,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00711,3.0,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00712,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00713,3.2,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00714,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00715,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00716,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00717,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00718,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00719,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00720,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00721,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00722,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00723,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00724,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00725,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00726,90.8,BLOCK,Critical AI risk (91/100). High probability of active compromise.
EVT_00727,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00728,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00729,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00730,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00731,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00732,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00733,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00734,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00735,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00736,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00737,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00738,34.4,CHALLENGE,Low AI risk (34/100) overridden by policy: access from public internet requires step-up MFA.
EVT_00739,14.9,ALLOW,Low AI risk (15/100). Request matches baseline behaviour.
EVT_00740,38.6,CHALLENGE,Low AI risk (39/100) overridden by policy: access from public internet requires step-up MFA.
EVT_00741,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00742,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00743,2.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00744,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00745,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00746,32.3,CHALLENGE,Low AI risk (32/100) overridden by policy: access from public internet requires step-up MFA.
EVT_00747,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00748,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00749,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00750,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00751,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00752,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00753,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00754,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00755,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00756,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00757,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00758,2.2,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00759,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00760,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00761,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00762,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00763,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00764,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00765,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00766,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00767,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00768,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00769,1.3,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00770,86.6,BLOCK,Critical AI risk (87/100). High probability of active compromise.
EVT_00771,7.0,ALLOW,Low AI risk (7/100). Request matches baseline behaviour.
EVT_00772,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00773,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00774,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00775,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00776,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00777,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00778,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00779,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00780,1.7,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00781,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00782,2.1,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00783,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00784,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00785,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00786,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00787,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00788,66.0,CHALLENGE,Medium AI risk (66/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_00789,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00790,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00791,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00792,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00793,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00794,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00795,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00796,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00797,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00798,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00799,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00800,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00801,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00802,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00803,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00804,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00805,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00806,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00807,90.7,BLOCK,Critical AI risk (91/100). High probability of active compromise.
EVT_00808,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00809,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00810,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00811,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00812,1.8,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00813,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00814,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00815,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00816,4.0,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_00817,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00818,4.3,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_00819,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00820,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00821,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00822,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00823,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00824,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00825,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00826,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00827,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00828,77.6,BLOCK,Critical AI risk (78/100). High probability of active compromise.
EVT_00829,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00830,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00831,34.6,ALLOW,Low AI risk (35/100). Request matches baseline behaviour.
EVT_00832,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00833,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00834,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00835,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00836,87.8,BLOCK,Critical AI risk (88/100). High probability of active compromise.
EVT_00837,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00838,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00839,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00840,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00841,1.6,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00842,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00843,2.2,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00844,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00845,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00846,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00847,1.9,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00848,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00849,1.2,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00850,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00851,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00852,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00853,80.1,BLOCK,Critical AI risk (80/100). High probability of active compromise.
EVT_00854,5.8,ALLOW,Low AI risk (6/100). Request matches baseline behaviour.
EVT_00855,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00856,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00857,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00858,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00859,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00860,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00861,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00862,93.7,BLOCK,Critical AI risk (94/100). High probability of active compromise.
EVT_00863,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00864,79.7,BLOCK,Critical AI risk (80/100). High probability of active compromise.
EVT_00865,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00866,2.1,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00867,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00868,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00869,2.3,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00870,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00871,2.5,ALLOW,Low AI risk (2/100). Request matches baseline behaviour.
EVT_00872,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00873,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00874,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00875,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00876,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00877,78.7,BLOCK,Critical AI risk (79/100). High probability of active compromise.
EVT_00878,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00879,99.8,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00880,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00881,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00882,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00883,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00884,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00885,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00886,1.0,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00887,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00888,2.6,ALLOW,Low AI risk (3/100). Request matches baseline behaviour.
EVT_00889,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00890,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00891,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00892,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00893,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00894,4.4,ALLOW,Low AI risk (4/100). Request matches baseline behaviour.
EVT_00895,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00896,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00897,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00898,98.9,BLOCK,Critical AI risk (99/100). High probability of active compromise.
EVT_00899,0.9,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00900,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00901,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00902,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00903,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00904,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00905,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00906,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00907,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00908,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00909,7.0,ALLOW,Low AI risk (7/100). Request matches baseline behaviour.
EVT_00910,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00911,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00912,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00913,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00914,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00915,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00916,89.5,BLOCK,Critical AI risk (90/100). High probability of active compromise.
EVT_00917,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00918,0.8,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00919,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00920,82.9,BLOCK,Critical AI risk (83/100). High probability of active compromise.
EVT_00921,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00922,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00923,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00924,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00925,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00926,1.4,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00927,65.1,CHALLENGE,Medium AI risk (65/100). Context: behavioural deviation from baseline. Step-up MFA required.
EVT_00928,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00929,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00930,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00931,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00932,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00933,21.7,CHALLENGE,Low AI risk (22/100) overridden by policy: access from public internet requires step-up MFA.
EVT_00934,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00935,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00936,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00937,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00938,99.7,BLOCK,Critical AI risk (100/100). High probability of active compromise.
EVT_00939,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00940,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00941,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00942,0.7,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00943,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00944,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00945,0.6,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00946,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00947,1.1,ALLOW,Low AI risk (1/100). Request matches baseline behaviour.
EVT_00948,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00949,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00950,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00951,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00952,0.4,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00953,0.3,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
EVT_00954,0.5,ALLOW,Low AI risk (0/100). Request matches baseline behaviour.
