event_id,timestamp,user_id,role,department,network_zone,device_id,resource_id,sensitivity,action,outcome,is_anomaly,anomaly_type
EVT_00910,2026-05-01 15:28:31,USR_002,Employee,Sales,VPN_Remote,DEV_102,RES_GEN_24,Internal,Read,Success,0,
EVT_00911,2026-05-01 15:30:37,USR_002,Employee,Sales,VPN_Remote,DEV_102,RES_GEN_24,Internal,Read,Success,0,
EVT_00912,2026-05-01 15:31:01,USR_046,Employee,Engineering,VPN_Remote,DEV_146,RES_INT_03,Internal,Read,Success,0,
EVT_00913,2026-05-01 15:31:41,USR_014,Intern,Finance,VPN_Remote,DEV_114,RES_FIN_LEDGER,Confidential,Read,Success,0,
EVT_00914,2026-05-01 15:32:27,USR_031,Employee,Engineering,VPN_Remote,DEV_131,RES_GEN_22,Internal,Read,Success,0,
EVT_00915,2026-05-01 15:33:02,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_GEN_24,Internal,Read,Success,0,
EVT_00916,2026-05-01 15:34:51,USR_023,Intern,HR,Public_Internet,DEV_123,RES_INT_02,Internal,Delete,Success,0,
EVT_00917,2026-05-01 15:35:32,USR_015,Employee,Engineering,Internal_Corporate,DEV_115,RES_PUB_01,Public,Execute,Success,0,
EVT_00918,2026-05-01 15:35:36,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_GEN_22,Internal,Write,Success,0,
EVT_00919,2026-05-01 15:37:20,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_HR_PAYROLL,Confidential,Read,Success,0,
EVT_00920,2026-05-01 15:40:53,USR_021,Employee,Finance,Public_Internet,DEV_121,RES_GEN_25,Internal,Read,Success,1,Impossible_Travel
EVT_00921,2026-05-01 15:41:43,USR_024,Admin,Engineering,VPN_Remote,DEV_124,RES_GEN_19,Internal,Read,Success,0,
EVT_00922,2026-05-01 15:42:24,USR_050,Admin,Sales,VPN_Remote,DEV_150,RES_GEN_27,Internal,Read,Success,0,
EVT_00923,2026-05-01 15:42:48,USR_016,Manager,Sales,VPN_Remote,DEV_116,RES_SAL_PIPE,Confidential,Read,Success,0,
EVT_00924,2026-05-01 15:44:18,USR_034,Intern,Sales,Internal_Corporate,DEV_134,RES_GEN_21,Internal,Read,Success,0,
EVT_00925,2026-05-01 15:45:09,USR_058,Employee,HR,Internal_Corporate,DEV_158,RES_INT_03,Internal,Read,Success,0,
EVT_00926,2026-05-01 15:46:23,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_PUB_03,Public,Read,Failure,0,
EVT_00927,2026-05-01 15:47:07,USR_012,Manager,Sales,Public_Internet,DEV_112,RES_PUB_01,Public,Read,Success,0,
EVT_00928,2026-05-01 15:47:13,USR_027,Manager,Finance,Internal_Corporate,DEV_127,RES_FIN_BANK,Privileged,Write,Success,0,
EVT_00929,2026-05-01 15:47:24,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_GEN_25,Internal,Read,Success,0,
EVT_00930,2026-05-01 15:48:15,USR_002,Employee,Sales,Internal_Corporate,DEV_102,RES_INT_03,Internal,Delete,Success,0,
EVT_00931,2026-05-01 15:49:41,USR_013,Employee,Sales,VPN_Remote,DEV_113,RES_INT_01,Internal,Execute,Success,0,
EVT_00932,2026-05-01 15:52:12,USR_005,Manager,Sales,Internal_Corporate,DEV_105,RES_GEN_21,Internal,Read,Success,0,
EVT_00933,2026-05-01 15:52:34,USR_040,Employee,Finance,Public_Internet,DEV_140,RES_INT_03,Internal,Read,Success,0,
EVT_00934,2026-05-01 15:53:05,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_INT_03,Internal,Read,Success,0,
EVT_00935,2026-05-01 15:53:22,USR_002,Employee,Sales,VPN_Remote,DEV_102,RES_GEN_29,Internal,Delete,Success,0,
EVT_00936,2026-05-01 15:55:16,USR_006,Manager,HR,Internal_Corporate,DEV_106,RES_INT_01,Internal,Read,Success,0,
EVT_00937,2026-05-01 15:55:59,USR_053,Manager,Engineering,VPN_Remote,DEV_153,RES_GEN_24,Internal,Write,Success,0,
EVT_00938,2026-05-01 15:56:15,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_FIN_TAX,Confidential,Read,Success,1,Unusual_Resource_Access
EVT_00939,2026-05-01 15:56:42,USR_051,Employee,HR,Internal_Corporate,DEV_151,RES_GEN_23,Internal,Read,Success,0,
EVT_00940,2026-05-01 15:57:17,USR_044,Employee,HR,Internal_Corporate,DEV_144,RES_HR_MEDICAL,Privileged,Read,Success,0,
EVT_00941,2026-05-01 15:57:51,USR_057,Employee,Sales,VPN_Remote,DEV_157,RES_GEN_25,Internal,Read,Success,0,
EVT_00942,2026-05-01 15:58:42,USR_050,Admin,Sales,Internal_Corporate,DEV_150,RES_GEN_23,Internal,Read,Success,0,
EVT_00943,2026-05-01 15:59:03,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_PUB_03,Public,Read,Success,0,
EVT_00944,2026-05-01 15:59:37,USR_010,Intern,Sales,Internal_Corporate,DEV_110,RES_PUB_03,Public,Read,Success,0,
EVT_00945,2026-05-01 15:59:59,USR_010,Intern,Sales,Internal_Corporate,DEV_110,RES_GEN_25,Internal,Read,Success,0,
EVT_00946,2026-05-01 16:01:32,USR_024,Admin,Engineering,Internal_Corporate,DEV_124,RES_ENG_CODE,Confidential,Read,Success,0,
EVT_00947,2026-05-01 16:01:37,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_FIN_LEDGER,Confidential,Read,Success,0,
EVT_00948,2026-05-01 16:03:16,USR_016,Manager,Sales,Internal_Corporate,DEV_116,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_00949,2026-05-01 16:05:26,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_INT_02,Internal,Read,Success,0,
EVT_00950,2026-05-01 16:05:40,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_INT_01,Internal,Execute,Success,0,
EVT_00951,2026-05-01 16:08:12,USR_031,Employee,Engineering,VPN_Remote,DEV_131,RES_PUB_02,Public,Execute,Success,0,
EVT_00952,2026-05-01 16:09:31,USR_025,Intern,Engineering,Internal_Corporate,DEV_125,RES_GEN_24,Internal,Read,Success,0,
EVT_00953,2026-05-01 16:10:10,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_INT_03,Internal,Read,Success,0,
EVT_00954,2026-05-01 16:10:34,USR_005,Manager,Sales,Internal_Corporate,DEV_105,RES_PUB_01,Public,Read,Success,0,
EVT_00955,2026-05-01 16:11:06,USR_046,Employee,Engineering,VPN_Remote,DEV_146,RES_INT_02,Internal,Read,Success,0,
EVT_00956,2026-05-01 16:15:40,USR_022,Employee,Engineering,Public_Internet,DEV_122,RES_INT_03,Internal,Read,Success,0,
EVT_00957,2026-05-01 16:16:13,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_GEN_24,Internal,Read,Failure,0,
EVT_00958,2026-05-01 16:19:29,USR_005,Manager,Sales,Internal_Corporate,DEV_105,RES_GEN_21,Internal,Read,Success,0,
EVT_00959,2026-05-01 16:21:05,USR_046,Employee,Engineering,VPN_Remote,DEV_146,RES_INT_03,Internal,Read,Success,0,
EVT_00960,2026-05-01 16:24:08,USR_037,Employee,HR,Internal_Corporate,DEV_137,RES_GEN_19,Internal,Read,Success,0,
EVT_00961,2026-05-01 16:24:33,USR_041,Admin,Engineering,Internal_Corporate,DEV_141,RES_GEN_20,Internal,Execute,Success,0,
EVT_00962,2026-05-01 16:29:52,USR_019,Employee,HR,Internal_Corporate,DEV_119,RES_GEN_23,Internal,Read,Success,0,
EVT_00963,2026-05-01 16:31:31,USR_016,Manager,Sales,Internal_Corporate,DEV_116,RES_INT_03,Internal,Write,Success,0,
EVT_00964,2026-05-01 16:33:17,USR_018,Employee,Engineering,Internal_Corporate,DEV_118,RES_GEN_27,Internal,Read,Success,0,
EVT_00965,2026-05-01 16:34:32,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_INT_01,Internal,Read,Success,0,
EVT_00966,2026-05-01 16:37:22,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_INT_01,Internal,Read,Success,0,
EVT_00967,2026-05-01 16:37:43,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_PUB_03,Public,Read,Success,0,
EVT_00968,2026-05-01 16:40:25,USR_044,Employee,HR,VPN_Remote,DEV_144,RES_INT_01,Internal,Execute,Success,0,
EVT_00969,2026-05-01 16:42:22,USR_033,Intern,Engineering,VPN_Remote,DEV_133,RES_GEN_24,Internal,Read,Success,0,
EVT_00970,2026-05-01 16:42:28,USR_047,Employee,HR,Internal_Corporate,DEV_147,RES_FIN_TAX,Confidential,Read,Success,1,Unusual_Resource_Access
EVT_00971,2026-05-01 16:42:56,USR_005,Manager,Sales,VPN_Remote,DEV_105,RES_GEN_24,Internal,Read,Success,0,
EVT_00972,2026-05-01 16:46:11,USR_039,Employee,Finance,Public_Internet,DEV_139,RES_INT_02,Internal,Read,Success,1,Impossible_Travel
EVT_00973,2026-05-01 16:50:51,USR_004,Employee,Sales,Internal_Corporate,DEV_UNKNOWN_7739,RES_HR_RECORDS,Confidential,Delete,Success,1,New_Device_Sensitive
EVT_00974,2026-05-01 16:53:42,USR_012,Manager,Sales,Internal_Corporate,DEV_112,RES_GEN_23,Internal,Write,Success,0,
EVT_00975,2026-05-01 16:57:47,USR_037,Employee,HR,Internal_Corporate,DEV_137,RES_GEN_28,Internal,Read,Success,0,
EVT_00976,2026-05-01 17:01:12,USR_003,Employee,Engineering,VPN_Remote,DEV_103,RES_GEN_28,Internal,Write,Success,0,
EVT_00977,2026-05-01 17:01:53,USR_037,Employee,HR,Internal_Corporate,DEV_137,RES_PUB_02,Public,Read,Success,0,
EVT_00978,2026-05-01 17:05:19,USR_033,Intern,Engineering,Internal_Corporate,DEV_133,RES_GEN_26,Internal,Read,Success,0,
EVT_00979,2026-05-01 17:21:24,USR_056,Intern,Engineering,Internal_Corporate,DEV_156,RES_GEN_28,Internal,Read,Success,0,
EVT_00980,2026-05-01 17:23:34,USR_016,Manager,Sales,Internal_Corporate,DEV_116,RES_GEN_20,Internal,Read,Failure,0,
EVT_00981,2026-05-01 17:24:55,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_SAL_CONTRACTS,Privileged,Read,Success,1,Unusual_Resource_Access
EVT_00982,2026-05-01 17:26:33,USR_045,Employee,Finance,Internal_Corporate,DEV_145,RES_GEN_20,Internal,Delete,Success,0,
EVT_00983,2026-05-01 17:27:54,USR_050,Admin,Sales,Internal_Corporate,DEV_150,RES_GEN_22,Internal,Read,Failure,0,
EVT_00984,2026-05-01 17:36:12,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_GEN_27,Internal,Execute,Success,0,
EVT_00985,2026-05-01 17:37:35,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_GEN_19,Internal,Read,Success,0,
EVT_00986,2026-05-01 17:39:23,USR_037,Employee,HR,VPN_Remote,DEV_137,RES_PUB_02,Public,Read,Success,0,
EVT_00987,2026-05-01 17:49:39,USR_034,Intern,Sales,VPN_Remote,DEV_134,RES_GEN_23,Internal,Write,Failure,0,
EVT_00988,2026-05-01 17:58:00,USR_019,Employee,HR,Internal_Corporate,DEV_119,RES_GEN_20,Internal,Read,Success,0,
EVT_00989,2026-05-01 17:59:46,USR_018,Employee,Engineering,Internal_Corporate,DEV_118,RES_GEN_21,Internal,Execute,Success,0,
EVT_00990,2026-05-01 18:00:03,USR_046,Employee,Engineering,Internal_Corporate,DEV_146,RES_ENG_CODE,Confidential,Read,Success,0,
EVT_00991,2026-05-01 18:00:26,USR_013,Employee,Sales,VPN_Remote,DEV_113,RES_GEN_27,Internal,Read,Success,0,
EVT_00992,2026-05-01 18:01:19,USR_023,Intern,HR,Internal_Corporate,DEV_123,RES_INT_02,Internal,Read,Success,0,
EVT_00993,2026-05-01 18:01:25,USR_026,Manager,Engineering,VPN_Remote,DEV_126,RES_PUB_03,Public,Read,Success,0,
EVT_00994,2026-05-01 18:04:50,USR_002,Employee,Sales,Internal_Corporate,DEV_102,RES_INT_03,Internal,Execute,Success,0,
EVT_00995,2026-05-01 18:10:13,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_GEN_20,Internal,Delete,Success,0,
EVT_00996,2026-05-01 18:11:31,USR_041,Admin,Engineering,Internal_Corporate,DEV_141,RES_GEN_22,Internal,Write,Success,0,
EVT_00997,2026-05-01 18:17:07,USR_046,Employee,Engineering,Internal_Corporate,DEV_146,RES_ENG_CODE,Confidential,Read,Success,0,
EVT_00998,2026-05-01 18:18:54,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_20,Internal,Write,Success,0,
EVT_00999,2026-05-01 18:21:36,USR_036,Manager,HR,VPN_Remote,DEV_136,RES_INT_02,Internal,Read,Success,0,
EVT_01000,2026-05-01 18:22:39,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_27,Internal,Read,Success,0,
EVT_01001,2026-05-01 18:22:48,USR_042,Manager,HR,Internal_Corporate,DEV_142,RES_GEN_24,Internal,Read,Success,0,
EVT_01002,2026-05-01 18:27:55,USR_046,Employee,Engineering,Internal_Corporate,DEV_146,RES_INT_03,Internal,Read,Success,0,
EVT_01003,2026-05-01 18:31:32,USR_051,Employee,HR,Internal_Corporate,DEV_151,RES_GEN_24,Internal,Write,Failure,0,
EVT_01004,2026-05-01 18:31:38,USR_031,Employee,Engineering,VPN_Remote,DEV_131,RES_INT_04,Internal,Read,Success,0,
EVT_01005,2026-05-01 18:32:35,USR_037,Employee,HR,Internal_Corporate,DEV_137,RES_GEN_27,Internal,Read,Failure,0,
EVT_01006,2026-05-01 18:33:09,USR_024,Admin,Engineering,VPN_Remote,DEV_124,RES_GEN_28,Internal,Read,Success,0,
EVT_01007,2026-05-01 18:34:30,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_FIN_TAX,Confidential,Read,Success,0,
EVT_01008,2026-05-01 18:34:47,USR_051,Employee,HR,Internal_Corporate,DEV_151,RES_GEN_24,Internal,Read,Success,0,
EVT_01009,2026-05-01 18:36:45,USR_026,Manager,Engineering,Public_Internet,DEV_126,RES_INT_02,Internal,Write,Success,0,
EVT_01010,2026-05-01 18:37:14,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_ENG_CODE,Confidential,Read,Success,0,
EVT_01011,2026-05-01 18:40:03,USR_008,Employee,Finance,VPN_Remote,DEV_108,RES_FIN_TAX,Confidential,Read,Success,0,
EVT_01012,2026-05-01 18:42:32,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_23,Internal,Write,Success,0,
EVT_01013,2026-05-01 18:45:04,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_20,Internal,Read,Success,0,
EVT_01014,2026-05-01 18:47:49,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_INT_03,Internal,Read,Success,0,
EVT_01015,2026-05-01 18:48:28,USR_054,Intern,HR,VPN_Remote,DEV_154,RES_INT_02,Internal,Read,Success,0,
EVT_01016,2026-05-01 18:49:55,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_GEN_28,Internal,Read,Success,0,
EVT_01017,2026-05-01 18:50:45,USR_022,Employee,Engineering,VPN_Remote,DEV_122,RES_GEN_22,Internal,Read,Success,0,
EVT_01018,2026-05-01 18:52:10,USR_058,Employee,HR,Internal_Corporate,DEV_158,RES_GEN_29,Internal,Read,Success,0,
EVT_01019,2026-05-01 18:52:54,USR_018,Employee,Engineering,Internal_Corporate,DEV_118,RES_GEN_20,Internal,Write,Success,0,
EVT_01020,2026-05-01 18:52:59,USR_030,Intern,Finance,VPN_Remote,DEV_130,RES_GEN_28,Internal,Execute,Success,0,
EVT_01021,2026-05-01 18:53:50,USR_052,Employee,Sales,Internal_Corporate,DEV_152,RES_SAL_CRM,Internal,Read,Success,0,
EVT_01022,2026-05-01 18:55:33,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_PUB_02,Public,Read,Success,0,
EVT_01023,2026-05-01 18:57:14,USR_038,Employee,HR,Internal_Corporate,DEV_138,RES_HR_PAYROLL,Confidential,Write,Success,0,
EVT_01024,2026-05-01 18:57:23,USR_056,Intern,Engineering,Internal_Corporate,DEV_156,RES_GEN_26,Internal,Write,Success,0,
EVT_01025,2026-05-01 19:00:19,USR_003,Employee,Engineering,VPN_Remote,DEV_103,RES_GEN_23,Internal,Read,Success,0,
EVT_01026,2026-05-01 19:00:59,USR_007,Employee,Finance,Internal_Corporate,DEV_107,RES_PUB_03,Public,Write,Success,0,
EVT_01027,2026-05-01 19:03:25,USR_014,Intern,Finance,Internal_Corporate,DEV_114,RES_PUB_03,Public,Write,Success,0,
EVT_01028,2026-05-01 19:07:22,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_GEN_22,Internal,Delete,Success,0,
EVT_01029,2026-05-01 19:08:20,USR_041,Admin,Engineering,Internal_Corporate,DEV_141,RES_ENG_CODE,Confidential,Write,Success,0,
EVT_01030,2026-05-01 19:08:39,USR_011,Manager,Finance,Internal_Corporate,DEV_111,RES_INT_02,Internal,Read,Success,0,
EVT_01031,2026-05-01 19:11:42,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_INT_03,Internal,Read,Success,0,
EVT_01032,2026-05-01 19:12:26,USR_013,Employee,Sales,Internal_Corporate,DEV_113,RES_INT_01,Internal,Delete,Success,0,
EVT_01033,2026-05-01 19:13:31,USR_058,Employee,HR,Internal_Corporate,DEV_158,RES_GEN_25,Internal,Read,Success,0,
EVT_01034,2026-05-01 19:16:43,USR_002,Employee,Sales,VPN_Remote,DEV_102,RES_GEN_24,Internal,Read,Success,0,
EVT_01035,2026-05-01 19:16:48,USR_009,Admin,Engineering,Internal_Corporate,DEV_109,RES_GEN_23,Internal,Read,Success,0,
EVT_01036,2026-05-01 19:17:46,USR_006,Manager,HR,Internal_Corporate,DEV_106,RES_GEN_21,Internal,Read,Success,0,
EVT_01037,2026-05-01 19:19:12,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_21,Internal,Read,Success,0,
EVT_01038,2026-05-01 19:23:08,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_INT_04,Internal,Read,Success,0,
EVT_01039,2026-05-01 19:23:16,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_GEN_24,Internal,Read,Success,0,
EVT_01040,2026-05-01 19:26:13,USR_024,Admin,Engineering,Internal_Corporate,DEV_124,RES_GEN_28,Internal,Read,Success,0,
EVT_01041,2026-05-01 19:30:23,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_ENG_CICD,Confidential,Execute,Success,0,
EVT_01042,2026-05-01 19:33:31,USR_040,Employee,Finance,Internal_Corporate,DEV_140,RES_INT_03,Internal,Execute,Success,0,
EVT_01043,2026-05-01 19:33:44,USR_058,Employee,HR,Internal_Corporate,DEV_158,RES_PUB_02,Public,Execute,Success,0,
EVT_01044,2026-05-01 19:34:57,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_INT_01,Internal,Write,Success,0,
EVT_01045,2026-05-01 19:35:09,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_22,Internal,Read,Success,0,
EVT_01046,2026-05-01 19:36:03,USR_036,Manager,HR,VPN_Remote,DEV_136,RES_GEN_25,Internal,Read,Success,0,
EVT_01047,2026-05-01 19:36:14,USR_036,Manager,HR,Internal_Corporate,DEV_136,RES_INT_01,Internal,Read,Success,0,
EVT_01048,2026-05-01 19:39:53,USR_003,Employee,Engineering,Internal_Corporate,DEV_103,RES_GEN_19,Internal,Execute,Success,0,
EVT_01049,2026-05-01 19:40:01,USR_005,Manager,Sales,Internal_Corporate,DEV_105,RES_GEN_26,Internal,Write,Success,0,
EVT_01050,2026-05-01 19:40:20,USR_019,Employee,HR,VPN_Remote,DEV_119,RES_INT_02,Internal,Read,Success,0,
EVT_01051,2026-05-01 19:42:27,USR_057,Employee,Sales,Public_Internet,DEV_157,RES_GEN_28,Internal,Read,Failure,0,
EVT_01052,2026-05-01 19:43:07,USR_013,Employee,Sales,Internal_Corporate,DEV_113,RES_SAL_PIPE,Confidential,Read,Success,0,
EVT_01053,2026-05-01 19:45:21,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_FIN_TAX,Confidential,Read,Success,0,
EVT_01054,2026-05-01 19:48:19,USR_023,Intern,HR,Internal_Corporate,DEV_123,RES_GEN_28,Internal,Read,Success,0,
EVT_01055,2026-05-01 19:51:10,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_GEN_25,Internal,Read,Success,0,
EVT_01056,2026-05-01 19:53:28,USR_046,Employee,Engineering,Internal_Corporate,DEV_146,RES_ENG_CODE,Confidential,Execute,Success,0,
EVT_01057,2026-05-01 19:54:37,USR_041,Admin,Engineering,Internal_Corporate,DEV_141,RES_ENG_CODE,Confidential,Read,Success,0,
EVT_01058,2026-05-01 19:56:13,USR_023,Intern,HR,Internal_Corporate,DEV_123,RES_INT_02,Internal,Read,Success,0,
EVT_01059,2026-05-01 19:56:48,USR_016,Manager,Sales,VPN_Remote,DEV_116,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_01060,2026-05-01 20:03:38,USR_021,Employee,Finance,Internal_Corporate,DEV_121,RES_PUB_02,Public,Read,Success,0,
EVT_01061,2026-05-01 20:07:44,USR_019,Employee,HR,Internal_Corporate,DEV_119,RES_GEN_28,Internal,Delete,Success,0,
EVT_01062,2026-05-01 20:14:34,USR_007,Employee,Finance,Internal_Corporate,DEV_107,RES_INT_02,Internal,Read,Success,0,
EVT_01063,2026-05-01 20:17:31,USR_020,Manager,Engineering,Internal_Corporate,DEV_120,RES_PUB_03,Public,Read,Failure,0,
EVT_01064,2026-05-01 20:17:34,USR_006,Manager,HR,Internal_Corporate,DEV_106,RES_INT_01,Internal,Read,Success,0,
EVT_01065,2026-05-01 20:18:26,USR_054,Intern,HR,Internal_Corporate,DEV_154,RES_GEN_21,Internal,Execute,Success,0,
EVT_01066,2026-05-01 20:18:52,USR_045,Employee,Finance,Internal_Corporate,DEV_145,RES_GEN_20,Internal,Read,Success,0,
EVT_01067,2026-05-01 20:20:19,USR_050,Admin,Sales,Internal_Corporate,DEV_150,RES_GEN_19,Internal,Read,Success,0,
EVT_01068,2026-05-01 20:20:43,USR_007,Employee,Finance,Internal_Corporate,DEV_107,RES_FIN_TAX,Confidential,Read,Success,0,
EVT_01069,2026-05-01 20:27:30,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_ENG_CODE,Confidential,Write,Success,0,
EVT_01070,2026-05-01 20:29:04,USR_043,Employee,Sales,VPN_Remote,DEV_143,RES_SAL_CONTRACTS,Privileged,Read,Success,0,
EVT_01071,2026-05-01 20:33:13,USR_026,Manager,Engineering,Public_Internet,DEV_126,RES_INT_02,Internal,Read,Success,0,
EVT_01072,2026-05-01 20:40:53,USR_006,Manager,HR,VPN_Remote,DEV_106,RES_GEN_19,Internal,Read,Success,0,
EVT_01073,2026-05-01 20:43:57,USR_033,Intern,Engineering,VPN_Remote,DEV_133,RES_INT_03,Internal,Delete,Success,0,
EVT_01074,2026-05-01 20:44:00,USR_031,Employee,Engineering,Internal_Corporate,DEV_131,RES_GEN_20,Internal,Read,Success,0,
EVT_01075,2026-05-01 20:46:18,USR_023,Intern,HR,Public_Internet,DEV_123,RES_GEN_25,Internal,Read,Success,0,
EVT_01076,2026-05-01 20:48:32,USR_059,Employee,HR,Internal_Corporate,DEV_159,RES_INT_02,Internal,Read,Success,0,
EVT_01077,2026-05-01 20:49:59,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_INT_02,Internal,Read,Success,0,
EVT_01078,2026-05-01 20:51:15,USR_044,Employee,HR,VPN_Remote,DEV_144,RES_GEN_27,Internal,Delete,Success,0,
EVT_01079,2026-05-01 20:56:35,USR_051,Employee,HR,Internal_Corporate,DEV_151,RES_INT_01,Internal,Read,Success,0,
EVT_01080,2026-05-01 20:56:51,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_INT_03,Internal,Execute,Success,0,
EVT_01081,2026-05-01 20:58:17,USR_049,Employee,Finance,Internal_Corporate,DEV_149,RES_GEN_25,Internal,Read,Success,0,
EVT_01082,2026-05-01 20:58:59,USR_060,Employee,HR,Internal_Corporate,DEV_160,RES_GEN_27,Internal,Write,Success,0,
EVT_01083,2026-05-02 01:14:49,USR_048,Manager,Sales,VPN_Remote,DEV_148,RES_SAL_CONTRACTS,Privileged,Read,Success,1,Off_Hours_Privileged
EVT_01084,2026-05-02 01:48:05,USR_052,Employee,Sales,VPN_Remote,DEV_152,RES_FIN_BANK,Privileged,Write,Success,1,Off_Hours_Privileged
EVT_01085,2026-05-02 01:59:46,USR_033,Intern,Engineering,VPN_Remote,DEV_133,RES_ENG_PROD_DB,Privileged,Read,Success,1,Off_Hours_Privileged
EVT_01086,2026-05-02 02:11:17,USR_053,Manager,Engineering,VPN_Remote,DEV_153,RES_ENG_PROD_DB,Privileged,Read,Success,1,Off_Hours_Privileged
EVT_01087,2026-05-02 02:22:41,USR_026,Manager,Engineering,VPN_Remote,DEV_126,RES_FIN_BANK,Privileged,Write,Success,1,Off_Hours_Privileged
EVT_01088,2026-05-02 03:19:30,USR_001,Employee,Engineering,VPN_Remote,DEV_101,RES_HR_MEDICAL,Privileged,Write,Success,1,Off_Hours_Privileged
EVT_01089,2026-05-02 03:43:36,USR_042,Manager,HR,VPN_Remote,DEV_142,RES_SAL_CONTRACTS,Privileged,Read,Success,1,Off_Hours_Privileged
EVT_01090,2026-05-02 04:08:02,USR_004,Employee,Sales,VPN_Remote,DEV_104,RES_ENG_PROD_DB,Privileged,Read,Success,1,Off_Hours_Privileged
EVT_01091,2026-05-02 04:36:57,USR_045,Employee,Finance,VPN_Remote,DEV_145,RES_SAL_CONTRACTS,Privileged,Write,Success,1,Off_Hours_Privileged
EVT_01092,2026-05-02 04:56:58,USR_001,Employee,Engineering,VPN_Remote,DEV_101,RES_FIN_BANK,Privileged,Write,Success,1,Off_Hours_Privileged
EVT_01093,2026-05-02 06:00:39,USR_016,Manager,Sales,VPN_Remote,DEV_116,RES_SAL_CONTRACTS,Privileged,Write,Success,0,
EVT_01094,2026-05-02 06:00:39,USR_032,Employee,Engineering,Internal_Corporate,DEV_132,RES_GEN_29,Internal,Read,Success,0,
EVT_01095,2026-05-02 06:02:47,USR_004,Employee,Sales,Public_Internet,DEV_104,RES_GEN_19,Internal,Read,Success,0,
EVT_01096,2026-05-02 06:03:26,USR_026,Manager,Engineering,Internal_Corporate,DEV_126,RES_GEN_19,Internal,Read,Success,0,
EVT_01097,2026-05-02 06:09:42,USR_011,Manager,Finance,Public_Internet,DEV_111,RES_GEN_22,Internal,Read,Success,0,
EVT_01098,2026-05-02 06:11:08,USR_041,Admin,Engineering,VPN_Remote,DEV_141,RES_PUB_02,Public,Write,Success,0,
EVT_01099,2026-05-02 06:11:23,USR_035,Manager,Engineering,Internal_Corporate,DEV_135,RES_GEN_21,Internal,Read,Success,0,
EVT_01100,2026-05-02 06:12:06,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_INT_04,Internal,Read,Success,0,
EVT_01101,2026-05-02 06:13:25,USR_028,Employee,Engineering,Internal_Corporate,DEV_128,RES_GEN_24,Internal,Write,Success,0,
EVT_01102,2026-05-02 06:13:43,USR_008,Employee,Finance,Internal_Corporate,DEV_108,RES_GEN_24,Internal,Read,Success,0,
EVT_01103,2026-05-02 06:17:26,USR_001,Employee,Engineering,Internal_Corporate,DEV_101,RES_INT_02,Internal,Read,Success,0,
EVT_01104,2026-05-02 06:17:56,USR_030,Intern,Finance,Internal_Corporate,DEV_130,RES_GEN_21,Internal,Read,Success,0,
