event_id,baseline_risk_score,baseline_decision,is_anomaly,anomaly_type
EVT_03097,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_03098,10.0,ALLOW,0,
EVT_03099,15.0,ALLOW,0,
EVT_03100,10.0,ALLOW,0,
EVT_03101,25.0,ALLOW,0,
EVT_03102,10.0,ALLOW,0,
EVT_03103,10.0,ALLOW,0,
EVT_03104,30.0,ALLOW,0,
EVT_03105,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03106,35.0,ALLOW,0,
EVT_03107,35.0,ALLOW,0,
EVT_03108,30.0,ALLOW,0,
EVT_03109,45.0,CHALLENGE,0,
EVT_03110,10.0,ALLOW,0,
EVT_03111,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_03112,10.0,ALLOW,0,
EVT_03113,25.0,ALLOW,0,
EVT_03114,10.0,ALLOW,0,
EVT_03115,10.0,ALLOW,0,
EVT_03116,10.0,ALLOW,0,
EVT_03117,15.0,ALLOW,0,
EVT_03118,10.0,ALLOW,0,
EVT_03119,25.0,ALLOW,0,
EVT_03120,10.0,ALLOW,0,
EVT_03121,25.0,ALLOW,0,
EVT_03122,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_03123,10.0,ALLOW,0,
EVT_03124,45.0,CHALLENGE,1,Impossible_Travel
EVT_03125,15.0,ALLOW,0,
EVT_03126,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_03127,45.0,CHALLENGE,0,
EVT_03128,35.0,ALLOW,0,
EVT_03129,10.0,ALLOW,0,
EVT_03130,25.0,ALLOW,0,
EVT_03131,10.0,ALLOW,0,
EVT_03132,30.0,ALLOW,0,
EVT_03133,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03134,25.0,ALLOW,0,
EVT_03135,10.0,ALLOW,0,
EVT_03136,15.0,ALLOW,0,
EVT_03137,30.0,ALLOW,0,
EVT_03138,45.0,CHALLENGE,1,Impossible_Travel
EVT_03139,10.0,ALLOW,0,
EVT_03140,25.0,ALLOW,0,
EVT_03141,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03142,35.0,ALLOW,1,Unusual_Resource_Access
EVT_03143,15.0,ALLOW,0,
EVT_03144,10.0,ALLOW,0,
EVT_03145,45.0,CHALLENGE,1,Impossible_Travel
EVT_03146,10.0,ALLOW,0,
EVT_03147,80.0,BLOCK,1,New_Device_Sensitive
EVT_03148,45.0,CHALLENGE,1,Impossible_Travel
EVT_03149,30.0,ALLOW,0,
EVT_03150,15.0,ALLOW,0,
EVT_03151,25.0,ALLOW,0,
EVT_03152,80.0,BLOCK,1,New_Device_Sensitive
EVT_03153,10.0,ALLOW,0,
EVT_03154,30.0,ALLOW,0,
EVT_03155,25.0,ALLOW,0,
EVT_03156,10.0,ALLOW,0,
EVT_03157,35.0,ALLOW,0,
EVT_03158,10.0,ALLOW,0,
EVT_03159,25.0,ALLOW,0,
EVT_03160,10.0,ALLOW,0,
EVT_03161,25.0,ALLOW,0,
EVT_03162,25.0,ALLOW,0,
EVT_03163,15.0,ALLOW,0,
EVT_03164,15.0,ALLOW,0,
EVT_03165,10.0,ALLOW,0,
EVT_03166,10.0,ALLOW,0,
EVT_03167,10.0,ALLOW,0,
EVT_03168,30.0,ALLOW,0,
EVT_03169,40.0,ALLOW,0,
EVT_03170,10.0,ALLOW,0,
EVT_03171,10.0,ALLOW,0,
EVT_03172,20.0,ALLOW,0,
EVT_03173,10.0,ALLOW,0,
EVT_03174,30.0,ALLOW,0,
EVT_03175,10.0,ALLOW,0,
EVT_03176,10.0,ALLOW,0,
EVT_03177,25.0,ALLOW,0,
EVT_03178,10.0,ALLOW,0,
EVT_03179,25.0,ALLOW,0,
EVT_03180,15.0,ALLOW,0,
EVT_03181,25.0,ALLOW,0,
EVT_03182,10.0,ALLOW,0,
EVT_03183,10.0,ALLOW,0,
EVT_03184,15.0,ALLOW,0,
EVT_03185,10.0,ALLOW,0,
EVT_03186,10.0,ALLOW,0,
EVT_03187,45.0,CHALLENGE,0,
EVT_03188,60.0,CHALLENGE,0,
EVT_03189,10.0,ALLOW,0,
EVT_03190,40.0,ALLOW,0,
EVT_03191,15.0,ALLOW,0,
EVT_03192,25.0,ALLOW,0,
EVT_03193,10.0,ALLOW,0,
EVT_03194,10.0,ALLOW,0,
EVT_03195,10.0,ALLOW,0,
EVT_03196,10.0,ALLOW,0,
EVT_03197,25.0,ALLOW,0,
EVT_03198,10.0,ALLOW,0,
EVT_03199,10.0,ALLOW,0,
EVT_03200,35.0,ALLOW,0,
EVT_03201,25.0,ALLOW,0,
EVT_03202,35.0,ALLOW,0,
EVT_03203,40.0,ALLOW,0,
EVT_03204,10.0,ALLOW,0,
EVT_03205,15.0,ALLOW,0,
EVT_03206,10.0,ALLOW,0,
EVT_03207,15.0,ALLOW,0,
EVT_03208,15.0,ALLOW,0,
EVT_03209,10.0,ALLOW,0,
EVT_03210,10.0,ALLOW,0,
EVT_03211,60.0,CHALLENGE,0,
EVT_03212,10.0,ALLOW,0,
EVT_03213,10.0,ALLOW,0,
EVT_03214,25.0,ALLOW,0,
EVT_03215,10.0,ALLOW,0,
EVT_03216,10.0,ALLOW,0,
EVT_03217,25.0,ALLOW,0,
EVT_03218,10.0,ALLOW,0,
EVT_03219,20.0,ALLOW,0,
EVT_03220,10.0,ALLOW,0,
EVT_03221,15.0,ALLOW,0,
EVT_03222,20.0,ALLOW,0,
EVT_03223,30.0,ALLOW,0,
EVT_03224,10.0,ALLOW,0,
EVT_03225,10.0,ALLOW,0,
EVT_03226,25.0,ALLOW,0,
EVT_03227,10.0,ALLOW,0,
EVT_03228,25.0,ALLOW,0,
EVT_03229,10.0,ALLOW,0,
EVT_03230,10.0,ALLOW,0,
EVT_03231,10.0,ALLOW,0,
EVT_03232,10.0,ALLOW,0,
EVT_03233,10.0,ALLOW,0,
EVT_03234,25.0,ALLOW,0,
EVT_03235,10.0,ALLOW,0,
EVT_03236,10.0,ALLOW,0,
EVT_03237,25.0,ALLOW,0,
EVT_03238,25.0,ALLOW,0,
EVT_03239,30.0,ALLOW,0,
EVT_03240,10.0,ALLOW,0,
EVT_03241,25.0,ALLOW,0,
EVT_03242,25.0,ALLOW,0,
EVT_03243,15.0,ALLOW,0,
EVT_03244,10.0,ALLOW,0,
EVT_03245,15.0,ALLOW,0,
EVT_03246,25.0,ALLOW,0,
EVT_03247,25.0,ALLOW,0,
EVT_03248,75.0,BLOCK,1,Off_Hours_Privileged
EVT_03249,75.0,BLOCK,1,Off_Hours_Privileged
EVT_03250,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03251,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03252,75.0,BLOCK,1,Off_Hours_Privileged
EVT_03253,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03254,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03255,75.0,BLOCK,1,Off_Hours_Privileged
EVT_03256,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03257,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03258,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03259,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03260,70.0,CHALLENGE,1,Off_Hours_Privileged
EVT_03261,25.0,ALLOW,0,
EVT_03262,50.0,CHALLENGE,0,
EVT_03263,30.0,ALLOW,0,
EVT_03264,15.0,ALLOW,0,
EVT_03265,25.0,ALLOW,0,
EVT_03266,10.0,ALLOW,0,
EVT_03267,25.0,ALLOW,0,
EVT_03268,10.0,ALLOW,0,
EVT_03269,10.0,ALLOW,0,
EVT_03270,25.0,ALLOW,0,
EVT_03271,25.0,ALLOW,0,
EVT_03272,10.0,ALLOW,0,
EVT_03273,10.0,ALLOW,0,
EVT_03274,10.0,ALLOW,0,
EVT_03275,10.0,ALLOW,0,
EVT_03276,25.0,ALLOW,0,
EVT_03277,25.0,ALLOW,0,
EVT_03278,10.0,ALLOW,0,
EVT_03279,10.0,ALLOW,0,
EVT_03280,25.0,ALLOW,0,
EVT_03281,15.0,ALLOW,0,
EVT_03282,10.0,ALLOW,0,
EVT_03283,25.0,ALLOW,0,
EVT_03284,10.0,ALLOW,0,
EVT_03285,15.0,ALLOW,0,
EVT_03286,20.0,ALLOW,0,
EVT_03287,10.0,ALLOW,0,
EVT_03288,45.0,CHALLENGE,0,
EVT_03289,15.0,ALLOW,0,
EVT_03290,10.0,ALLOW,0,
EVT_03291,20.0,ALLOW,0,
EVT_03292,10.0,ALLOW,0,
EVT_03293,25.0,ALLOW,0,
EVT_03294,40.0,ALLOW,0,
EVT_03295,40.0,ALLOW,0,
EVT_03296,40.0,ALLOW,0,
EVT_03297,10.0,ALLOW,0,
EVT_03298,10.0,ALLOW,0,
EVT_03299,25.0,ALLOW,0,
EVT_03300,25.0,ALLOW,0,
EVT_03301,10.0,ALLOW,0,
EVT_03302,25.0,ALLOW,0,
EVT_03303,15.0,ALLOW,0,
EVT_03304,25.0,ALLOW,0,
EVT_03305,30.0,ALLOW,0,
EVT_03306,10.0,ALLOW,0,
EVT_03307,25.0,ALLOW,0,
EVT_03308,25.0,ALLOW,0,
EVT_03309,10.0,ALLOW,0,
EVT_03310,25.0,ALLOW,0,
EVT_03311,30.0,ALLOW,0,
EVT_03312,25.0,ALLOW,0,
EVT_03313,10.0,ALLOW,0,
EVT_03314,10.0,ALLOW,0,
EVT_03315,10.0,ALLOW,0,
EVT_03316,10.0,ALLOW,0,
EVT_03317,10.0,ALLOW,0,
EVT_03318,10.0,ALLOW,0,
EVT_03319,25.0,ALLOW,0,
EVT_03320,25.0,ALLOW,0,
EVT_03321,25.0,ALLOW,0,
EVT_03322,10.0,ALLOW,0,
EVT_03323,15.0,ALLOW,0,
EVT_03324,10.0,ALLOW,0,
EVT_03325,30.0,ALLOW,0,
EVT_03326,10.0,ALLOW,0,
EVT_03327,10.0,ALLOW,0,
EVT_03328,10.0,ALLOW,0,
EVT_03329,10.0,ALLOW,0,
EVT_03330,10.0,ALLOW,0,
EVT_03331,10.0,ALLOW,0,
EVT_03332,10.0,ALLOW,0,
EVT_03333,10.0,ALLOW,0,
EVT_03334,10.0,ALLOW,0,
EVT_03335,15.0,ALLOW,0,
EVT_03336,25.0,ALLOW,0,
EVT_03337,25.0,ALLOW,0,
EVT_03338,15.0,ALLOW,0,
EVT_03339,10.0,ALLOW,0,
EVT_03340,45.0,CHALLENGE,0,
EVT_03341,25.0,ALLOW,0,
EVT_03342,10.0,ALLOW,0,
EVT_03343,10.0,ALLOW,0,
EVT_03344,10.0,ALLOW,0,
EVT_03345,25.0,ALLOW,0,
EVT_03346,50.0,CHALLENGE,0,
EVT_03347,10.0,ALLOW,0,
EVT_03348,25.0,ALLOW,0,
EVT_03349,30.0,ALLOW,0,
EVT_03350,25.0,ALLOW,0,
EVT_03351,10.0,ALLOW,0,
EVT_03352,25.0,ALLOW,0,
EVT_03353,15.0,ALLOW,0,
EVT_03354,10.0,ALLOW,0,
EVT_03355,10.0,ALLOW,0,
EVT_03356,25.0,ALLOW,0,
EVT_03357,10.0,ALLOW,0,
EVT_03358,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03359,10.0,ALLOW,0,
EVT_03360,15.0,ALLOW,0,
EVT_03361,80.0,BLOCK,1,New_Device_Sensitive
EVT_03362,10.0,ALLOW,0,
EVT_03363,10.0,ALLOW,0,
EVT_03364,25.0,ALLOW,0,
EVT_03365,25.0,ALLOW,0,
EVT_03366,15.0,ALLOW,0,
EVT_03367,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03368,25.0,ALLOW,0,
EVT_03369,10.0,ALLOW,0,
EVT_03370,10.0,ALLOW,0,
EVT_03371,35.0,ALLOW,0,
EVT_03372,10.0,ALLOW,0,
EVT_03373,10.0,ALLOW,0,
EVT_03374,10.0,ALLOW,0,
EVT_03375,25.0,ALLOW,0,
EVT_03376,25.0,ALLOW,0,
EVT_03377,40.0,ALLOW,0,
EVT_03378,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_03379,10.0,ALLOW,0,
EVT_03380,10.0,ALLOW,0,
EVT_03381,10.0,ALLOW,0,
EVT_03382,25.0,ALLOW,0,
EVT_03383,60.0,CHALLENGE,0,
EVT_03384,80.0,BLOCK,1,New_Device_Sensitive
EVT_03385,10.0,ALLOW,0,
EVT_03386,10.0,ALLOW,0,
EVT_03387,25.0,ALLOW,0,
EVT_03388,10.0,ALLOW,0,
EVT_03389,70.0,CHALLENGE,1,New_Device_Sensitive
EVT_03390,35.0,ALLOW,0,
EVT_03391,10.0,ALLOW,0,
EVT_03392,25.0,ALLOW,0,
EVT_03393,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03394,30.0,ALLOW,0,
EVT_03395,10.0,ALLOW,0,
EVT_03396,10.0,ALLOW,0,
EVT_03397,10.0,ALLOW,0,
EVT_03398,25.0,ALLOW,0,
EVT_03399,45.0,CHALLENGE,0,
EVT_03400,10.0,ALLOW,0,
EVT_03401,10.0,ALLOW,0,
EVT_03402,25.0,ALLOW,0,
EVT_03403,10.0,ALLOW,0,
EVT_03404,30.0,ALLOW,0,
EVT_03405,10.0,ALLOW,0,
EVT_03406,10.0,ALLOW,0,
EVT_03407,10.0,ALLOW,0,
EVT_03408,10.0,ALLOW,0,
EVT_03409,10.0,ALLOW,0,
EVT_03410,10.0,ALLOW,0,
EVT_03411,25.0,ALLOW,0,
EVT_03412,40.0,ALLOW,0,
EVT_03413,10.0,ALLOW,0,
EVT_03414,10.0,ALLOW,0,
EVT_03415,10.0,ALLOW,0,
EVT_03416,25.0,ALLOW,0,
EVT_03417,25.0,ALLOW,0,
EVT_03418,80.0,BLOCK,1,New_Device_Sensitive
EVT_03419,15.0,ALLOW,0,
EVT_03420,25.0,ALLOW,0,
EVT_03421,15.0,ALLOW,0,
EVT_03422,20.0,ALLOW,0,
EVT_03423,10.0,ALLOW,0,
EVT_03424,50.0,CHALLENGE,0,
EVT_03425,10.0,ALLOW,0,
EVT_03426,15.0,ALLOW,0,
EVT_03427,25.0,ALLOW,0,
EVT_03428,10.0,ALLOW,0,
EVT_03429,30.0,ALLOW,0,
EVT_03430,35.0,ALLOW,0,
EVT_03431,25.0,ALLOW,0,
EVT_03432,10.0,ALLOW,0,
EVT_03433,10.0,ALLOW,0,
EVT_03434,30.0,ALLOW,0,
EVT_03435,15.0,ALLOW,0,
EVT_03436,30.0,ALLOW,0,
EVT_03437,25.0,ALLOW,0,
EVT_03438,25.0,ALLOW,0,
EVT_03439,10.0,ALLOW,0,
EVT_03440,10.0,ALLOW,0,
EVT_03441,25.0,ALLOW,0,
EVT_03442,10.0,ALLOW,0,
EVT_03443,35.0,ALLOW,0,
EVT_03444,15.0,ALLOW,0,
EVT_03445,10.0,ALLOW,0,
EVT_03446,30.0,ALLOW,0,
EVT_03447,45.0,CHALLENGE,0,
EVT_03448,10.0,ALLOW,0,
EVT_03449,10.0,ALLOW,0,
EVT_03450,10.0,ALLOW,0,
EVT_03451,25.0,ALLOW,0,
EVT_03452,10.0,ALLOW,0,
EVT_03453,10.0,ALLOW,0,
EVT_03454,10.0,ALLOW,0,
EVT_03455,10.0,ALLOW,0,
EVT_03456,10.0,ALLOW,0,
EVT_03457,25.0,ALLOW,0,
EVT_03458,10.0,ALLOW,0,
EVT_03459,10.0,ALLOW,0,
EVT_03460,15.0,ALLOW,0,
EVT_03461,10.0,ALLOW,0,
EVT_03462,30.0,ALLOW,0,
EVT_03463,15.0,ALLOW,0,
EVT_03464,25.0,ALLOW,0,
EVT_03465,15.0,ALLOW,0,
EVT_03466,10.0,ALLOW,0,
EVT_03467,25.0,ALLOW,0,
EVT_03468,10.0,ALLOW,0,
EVT_03469,30.0,ALLOW,0,
EVT_03470,10.0,ALLOW,0,
EVT_03471,25.0,ALLOW,0,
EVT_03472,30.0,ALLOW,0,
EVT_03473,10.0,ALLOW,0,
EVT_03474,10.0,ALLOW,0,
EVT_03475,15.0,ALLOW,0,
EVT_03476,15.0,ALLOW,0,
EVT_03477,10.0,ALLOW,0,
EVT_03478,10.0,ALLOW,0,
EVT_03479,50.0,CHALLENGE,0,
EVT_03480,25.0,ALLOW,0,
EVT_03481,20.0,ALLOW,0,
EVT_03482,10.0,ALLOW,0,
EVT_03483,10.0,ALLOW,0,
EVT_03484,30.0,ALLOW,0,
EVT_03485,15.0,ALLOW,0,
EVT_03486,60.0,CHALLENGE,1,Impossible_Travel
EVT_03487,10.0,ALLOW,0,
EVT_03488,10.0,ALLOW,0,
EVT_03489,25.0,ALLOW,0,
EVT_03490,10.0,ALLOW,0,
EVT_03491,25.0,ALLOW,0,
EVT_03492,10.0,ALLOW,0,
EVT_03493,10.0,ALLOW,0,
EVT_03494,10.0,ALLOW,0,
EVT_03495,10.0,ALLOW,0,
EVT_03496,10.0,ALLOW,0,
EVT_03497,15.0,ALLOW,0,
EVT_03498,30.0,ALLOW,0,
EVT_03499,35.0,ALLOW,0,
EVT_03500,15.0,ALLOW,0,
EVT_03501,45.0,CHALLENGE,0,
EVT_03502,25.0,ALLOW,0,
EVT_03503,10.0,ALLOW,0,
EVT_03504,15.0,ALLOW,0,
EVT_03505,45.0,CHALLENGE,1,Impossible_Travel
EVT_03506,10.0,ALLOW,0,
EVT_03507,10.0,ALLOW,0,
EVT_03508,40.0,ALLOW,0,
EVT_03509,10.0,ALLOW,0,
EVT_03510,10.0,ALLOW,0,
EVT_03511,10.0,ALLOW,0,
EVT_03512,10.0,ALLOW,0,
EVT_03513,10.0,ALLOW,0,
EVT_03514,65.0,CHALLENGE,0,
EVT_03515,10.0,ALLOW,0,
EVT_03516,15.0,ALLOW,0,
EVT_03517,10.0,ALLOW,0,
EVT_03518,15.0,ALLOW,0,
EVT_03519,25.0,ALLOW,0,
EVT_03520,10.0,ALLOW,0,
EVT_03521,25.0,ALLOW,0,
EVT_03522,10.0,ALLOW,0,
EVT_03523,10.0,ALLOW,0,
EVT_03524,10.0,ALLOW,0,
EVT_03525,10.0,ALLOW,0,
EVT_03526,10.0,ALLOW,0,
EVT_03527,10.0,ALLOW,0,
EVT_03528,25.0,ALLOW,0,
EVT_03529,10.0,ALLOW,0,
EVT_03530,25.0,ALLOW,0,
EVT_03531,25.0,ALLOW,0,
EVT_03532,10.0,ALLOW,0,
EVT_03533,10.0,ALLOW,0,
EVT_03534,35.0,ALLOW,1,Unusual_Resource_Access
EVT_03535,25.0,ALLOW,0,
EVT_03536,10.0,ALLOW,0,
EVT_03537,25.0,ALLOW,0,
EVT_03538,10.0,ALLOW,0,
EVT_03539,10.0,ALLOW,0,
EVT_03540,50.0,CHALLENGE,0,
EVT_03541,10.0,ALLOW,0,
EVT_03542,50.0,CHALLENGE,0,
EVT_03543,25.0,ALLOW,0,
EVT_03544,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03545,10.0,ALLOW,0,
EVT_03546,15.0,ALLOW,0,
EVT_03547,25.0,ALLOW,0,
EVT_03548,10.0,ALLOW,0,
EVT_03549,15.0,ALLOW,0,
EVT_03550,10.0,ALLOW,0,
EVT_03551,10.0,ALLOW,0,
EVT_03552,45.0,CHALLENGE,0,
EVT_03553,25.0,ALLOW,0,
EVT_03554,15.0,ALLOW,0,
EVT_03555,25.0,ALLOW,0,
EVT_03556,15.0,ALLOW,0,
EVT_03557,30.0,ALLOW,0,
EVT_03558,25.0,ALLOW,0,
EVT_03559,10.0,ALLOW,0,
EVT_03560,10.0,ALLOW,0,
EVT_03561,10.0,ALLOW,0,
EVT_03562,10.0,ALLOW,0,
EVT_03563,25.0,ALLOW,0,
EVT_03564,10.0,ALLOW,0,
EVT_03565,25.0,ALLOW,0,
EVT_03566,25.0,ALLOW,0,
EVT_03567,15.0,ALLOW,0,
EVT_03568,10.0,ALLOW,0,
EVT_03569,10.0,ALLOW,0,
EVT_03570,10.0,ALLOW,0,
EVT_03571,35.0,ALLOW,0,
EVT_03572,10.0,ALLOW,0,
EVT_03573,10.0,ALLOW,0,
EVT_03574,10.0,ALLOW,0,
EVT_03575,30.0,ALLOW,0,
EVT_03576,10.0,ALLOW,0,
EVT_03577,25.0,ALLOW,0,
EVT_03578,10.0,ALLOW,0,
EVT_03579,10.0,ALLOW,0,
EVT_03580,25.0,ALLOW,1,Unusual_Resource_Access
EVT_03581,10.0,ALLOW,0,
EVT_03582,45.0,CHALLENGE,0,
EVT_03583,40.0,ALLOW,0,
EVT_03584,25.0,ALLOW,0,
EVT_03585,25.0,ALLOW,0,
EVT_03586,10.0,ALLOW,0,
EVT_03587,30.0,ALLOW,0,
EVT_03588,15.0,ALLOW,0,
EVT_03589,30.0,ALLOW,0,
EVT_03590,25.0,ALLOW,0,
EVT_03591,10.0,ALLOW,0,
EVT_03592,25.0,ALLOW,0,
EVT_03593,10.0,ALLOW,0,
EVT_03594,10.0,ALLOW,0,
EVT_03595,25.0,ALLOW,0,
EVT_03596,25.0,ALLOW,0,
EVT_03597,10.0,ALLOW,0,
EVT_03598,25.0,ALLOW,0,
EVT_03599,10.0,ALLOW,0,
EVT_03600,45.0,CHALLENGE,0,
EVT_03601,15.0,ALLOW,0,
EVT_03602,10.0,ALLOW,0,
EVT_03603,25.0,ALLOW,0,
EVT_03604,10.0,ALLOW,0,
EVT_03605,25.0,ALLOW,0,
EVT_03606,25.0,ALLOW,0,
EVT_03607,10.0,ALLOW,0,
EVT_03608,10.0,ALLOW,0,
EVT_03609,10.0,ALLOW,0,
EVT_03610,10.0,ALLOW,0,
EVT_03611,10.0,ALLOW,0,
EVT_03612,10.0,ALLOW,0,
EVT_03613,45.0,CHALLENGE,0,
EVT_03614,15.0,ALLOW,0,
EVT_03615,10.0,ALLOW,0,
EVT_03616,15.0,ALLOW,0,
EVT_03617,55.0,CHALLENGE,0,
EVT_03618,25.0,ALLOW,0,
EVT_03619,25.0,ALLOW,0,
EVT_03620,10.0,ALLOW,0,
EVT_03621,45.0,CHALLENGE,0,
EVT_03622,25.0,ALLOW,0,
EVT_03623,15.0,ALLOW,0,
EVT_03624,10.0,ALLOW,0,
EVT_03625,10.0,ALLOW,0,
EVT_03626,30.0,ALLOW,0,
EVT_03627,10.0,ALLOW,0,
EVT_03628,10.0,ALLOW,0,
EVT_03629,30.0,ALLOW,0,
EVT_03630,25.0,ALLOW,0,
EVT_03631,40.0,ALLOW,0,
EVT_03632,10.0,ALLOW,0,
EVT_03633,10.0,ALLOW,0,
EVT_03634,10.0,ALLOW,0,
EVT_03635,60.0,CHALLENGE,0,
EVT_03636,10.0,ALLOW,0,
EVT_03637,60.0,CHALLENGE,0,
EVT_03638,35.0,ALLOW,0,
EVT_03639,25.0,ALLOW,0,
EVT_03640,30.0,ALLOW,0,
EVT_03641,20.0,ALLOW,0,
EVT_03642,10.0,ALLOW,0,
EVT_03643,10.0,ALLOW,0,
EVT_03644,10.0,ALLOW,0,
EVT_03645,10.0,ALLOW,0,
EVT_03646,30.0,ALLOW,0,
EVT_03647,25.0,ALLOW,0,
EVT_03648,20.0,ALLOW,0,
EVT_03649,25.0,ALLOW,0,
EVT_03650,10.0,ALLOW,0,
EVT_03651,30.0,ALLOW,0,
EVT_03652,20.0,ALLOW,0,
EVT_03653,10.0,ALLOW,0,
EVT_03654,10.0,ALLOW,0,
EVT_03655,15.0,ALLOW,0,
EVT_03656,10.0,ALLOW,0,
EVT_03657,30.0,ALLOW,0,
EVT_03658,15.0,ALLOW,0,
EVT_03659,25.0,ALLOW,0,
EVT_03660,25.0,ALLOW,0,
EVT_03661,25.0,ALLOW,0,
EVT_03662,20.0,ALLOW,0,
EVT_03663,50.0,CHALLENGE,0,
EVT_03664,20.0,ALLOW,0,
EVT_03665,10.0,ALLOW,0,
EVT_03666,10.0,ALLOW,0,
EVT_03667,40.0,ALLOW,0,
EVT_03668,10.0,ALLOW,0,
EVT_03669,25.0,ALLOW,0,
EVT_03670,15.0,ALLOW,0,
EVT_03671,10.0,ALLOW,0,
EVT_03672,25.0,ALLOW,0,
EVT_03673,10.0,ALLOW,0,
EVT_03674,10.0,ALLOW,0,
EVT_03675,10.0,ALLOW,0,
EVT_03676,10.0,ALLOW,0,
EVT_03677,25.0,ALLOW,0,
EVT_03678,25.0,ALLOW,0,
EVT_03679,25.0,ALLOW,0,
EVT_03680,30.0,ALLOW,0,
EVT_03681,10.0,ALLOW,0,
EVT_03682,10.0,ALLOW,0,
EVT_03683,25.0,ALLOW,0,
EVT_03684,15.0,ALLOW,0,
EVT_03685,15.0,ALLOW,0,
EVT_03686,10.0,ALLOW,0,
EVT_03687,10.0,ALLOW,0,
EVT_03688,25.0,ALLOW,0,
EVT_03689,10.0,ALLOW,0,
EVT_03690,20.0,ALLOW,0,
EVT_03691,15.0,ALLOW,0,
EVT_03692,10.0,ALLOW,0,
EVT_03693,10.0,ALLOW,0,
EVT_03694,25.0,ALLOW,0,
EVT_03695,25.0,ALLOW,0,
EVT_03696,15.0,ALLOW,0,
EVT_03697,25.0,ALLOW,0,
EVT_03698,25.0,ALLOW,0,
EVT_03699,15.0,ALLOW,0,
EVT_03700,40.0,ALLOW,0,
EVT_03701,25.0,ALLOW,0,
EVT_03702,15.0,ALLOW,0,
EVT_03703,10.0,ALLOW,0,
EVT_03704,10.0,ALLOW,0,
EVT_03705,10.0,ALLOW,0,
EVT_03706,25.0,ALLOW,0,
EVT_03707,15.0,ALLOW,0,
EVT_03708,60.0,CHALLENGE,0,
EVT_03709,10.0,ALLOW,0,
EVT_03710,25.0,ALLOW,0,
EVT_03711,70.0,CHALLENGE,0,
EVT_03712,25.0,ALLOW,0,
EVT_03713,10.0,ALLOW,0,
EVT_03714,10.0,ALLOW,0,
EVT_03715,10.0,ALLOW,0,
EVT_03716,25.0,ALLOW,0,
EVT_03717,10.0,ALLOW,0,
EVT_03718,25.0,ALLOW,0,
EVT_03719,10.0,ALLOW,0,
EVT_03720,10.0,ALLOW,0,
EVT_03721,25.0,ALLOW,0,
EVT_03722,10.0,ALLOW,0,
EVT_03723,15.0,ALLOW,0,
EVT_03724,10.0,ALLOW,0,
EVT_03725,10.0,ALLOW,0,
EVT_03726,45.0,CHALLENGE,1,Impossible_Travel
EVT_03727,10.0,ALLOW,0,
EVT_03728,10.0,ALLOW,0,
EVT_03729,35.0,ALLOW,0,
EVT_03730,25.0,ALLOW,0,
EVT_03731,25.0,ALLOW,0,
EVT_03732,25.0,ALLOW,0,
EVT_03733,50.0,CHALLENGE,0,
EVT_03734,25.0,ALLOW,0,
EVT_03735,10.0,ALLOW,0,
EVT_03736,25.0,ALLOW,0,
EVT_03737,10.0,ALLOW,0,
EVT_03738,25.0,ALLOW,0,
EVT_03739,10.0,ALLOW,0,
EVT_03740,10.0,ALLOW,0,
EVT_03741,15.0,ALLOW,0,
EVT_03742,10.0,ALLOW,0,
EVT_03743,10.0,ALLOW,0,
EVT_03744,10.0,ALLOW,0,
EVT_03745,40.0,ALLOW,0,
EVT_03746,15.0,ALLOW,0,
EVT_03747,10.0,ALLOW,0,
EVT_03748,10.0,ALLOW,0,
EVT_03749,25.0,ALLOW,0,
EVT_03750,10.0,ALLOW,0,
EVT_03751,10.0,ALLOW,0,
EVT_03752,25.0,ALLOW,0,
EVT_03753,25.0,ALLOW,0,
EVT_03754,10.0,ALLOW,0,
EVT_03755,10.0,ALLOW,0,
EVT_03756,15.0,ALLOW,0,
EVT_03757,15.0,ALLOW,0,
EVT_03758,10.0,ALLOW,0,
EVT_03759,15.0,ALLOW,0,
EVT_03760,10.0,ALLOW,0,
EVT_03761,10.0,ALLOW,0,
EVT_03762,10.0,ALLOW,0,
EVT_03763,25.0,ALLOW,0,
EVT_03764,10.0,ALLOW,0,
EVT_03765,50.0,CHALLENGE,0,
EVT_03766,35.0,ALLOW,0,
EVT_03767,10.0,ALLOW,0,
EVT_03768,10.0,ALLOW,0,
